field_name	field_location	data_type	units	field_description	allowable_enumeration
calc.percent_savings.natural_gas.heating.energy_consumption_intensity	metadata	float	percent	Fractional savings in natural gas energy for the heating end use on a per area basis	""
calc.percent_savings.natural_gas.interior_equipment.energy_consumption	metadata	float	percent	Fractional savings in natural gas energy for the interior equipment end use	""
calc.percent_savings.natural_gas.interior_equipment.energy_consumption_intensity	metadata	float	percent	Fractional savings in natural gas energy for the interior equipment end use on a per area basis	""
calc.percent_savings.natural_gas.total.energy_consumption	metadata	float	percent	Fractional savings in natural gas energy for the total end use	""
calc.percent_savings.natural_gas.total.energy_consumption_intensity	metadata	float	percent	Fractional savings in natural gas energy for the total end use on a per area basis	""
calc.percent_savings.natural_gas.water_systems.energy_consumption	metadata	float	percent	Fractional savings in natural gas energy for the water systems end use	""
calc.percent_savings.natural_gas.water_systems.energy_consumption_intensity	metadata	float	percent	Fractional savings in natural gas energy for the water systems end use on a per area basis	""
calc.percent_savings.other_fuel.cooling.energy_consumption	metadata	float	percent	Fractional savings in fuel oil and propane energy for the cooling end use	""
calc.percent_savings.other_fuel.cooling.energy_consumption_intensity	metadata	float	percent	Fractional savings in fuel oil and propane energy for the cooling end use on a per area basis	""
calc.percent_savings.other_fuel.heating.energy_consumption	metadata	float	percent	Fractional savings in fuel oil and propane energy for the heating end use	""
calc.percent_savings.other_fuel.heating.energy_consumption_intensity	metadata	float	percent	Fractional savings in fuel oil and propane energy for the heating end use on a per area basis	""
calc.percent_savings.other_fuel.interior_equipment.energy_consumption	metadata	float	percent	Fractional savings in fuel oil and propane energy for the interior equipment end use	""
calc.percent_savings.other_fuel.interior_equipment.energy_consumption_intensity	metadata	float	percent	Fractional savings in fuel oil and propane energy for the interior equipment end use on a per area basis	""
calc.percent_savings.other_fuel.total.energy_consumption	metadata	float	percent	Fractional savings in fuel oil and propane energy for the total end use	""
calc.percent_savings.other_fuel.total.energy_consumption_intensity	metadata	float	percent	Fractional savings in fuel oil and propane energy for the total end use on a per area basis	""
calc.percent_savings.other_fuel.water_systems.energy_consumption	metadata	float	percent	Fractional savings in fuel oil and propane energy for the water systems end use	""
calc.percent_savings.other_fuel.water_systems.energy_consumption_intensity	metadata	float	percent	Fractional savings in fuel oil and propane energy for the water systems end use on a per area basis	""
calc.percent_savings.qoi.maximum_daily_peak_apr	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during April	""
calc.percent_savings.qoi.maximum_daily_peak_aug	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during August	""
calc.percent_savings.qoi.maximum_daily_peak_dec	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during December	""
calc.percent_savings.qoi.maximum_daily_peak_feb	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during Febuary	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_apr	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during April	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_aug	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during August	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_dec	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during December	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_feb	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during Febuary	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_jan	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during January	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_jul	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during July	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_jun	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during June	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_mar	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during March	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_may	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during May	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_nov	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during November	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_oct	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during October	""
calc.percent_savings.qoi.maximum_daily_peak_intensity_sep	metadata	float	percent	Percent savings of maximum hourly daily electric load peak per floor area during September	""
calc.percent_savings.qoi.maximum_daily_peak_jan	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during January	""
calc.percent_savings.qoi.maximum_daily_peak_jul	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during July	""
calc.percent_savings.qoi.maximum_daily_peak_jun	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during June	""
calc.percent_savings.qoi.maximum_daily_peak_mar	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during March	""
calc.percent_savings.qoi.maximum_daily_peak_may	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during May	""
calc.percent_savings.qoi.maximum_daily_peak_nov	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during November	""
calc.percent_savings.qoi.maximum_daily_peak_oct	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during October	""
calc.percent_savings.qoi.maximum_daily_peak_sep	metadata	float	percent	Percent savings of maximum hourly daily electric load peak during September	""
calc.percent_savings.qoi.maximum_daily_use_shoulder	metadata	float	percent	Percent savings of average hourly maximum daily electric load during shoulder season	""
calc.percent_savings.qoi.maximum_daily_use_summer	metadata	float	percent	Percent savings of average hourly maximum daily electric load during summer season	""
calc.percent_savings.qoi.maximum_daily_use_winter	metadata	float	percent	Percent savings of average hourly maximum daily electric load during winter season	""
calc.percent_savings.qoi.median_daily_peak_apr	metadata	float	percent	Percent savings of median hourly daily electric load peak during April	""
calc.percent_savings.qoi.median_daily_peak_aug	metadata	float	percent	Percent savings of median hourly daily electric load peak during August	""
calc.percent_savings.qoi.median_daily_peak_dec	metadata	float	percent	Percent savings of median hourly daily electric load peak during December	""
calc.percent_savings.qoi.median_daily_peak_feb	metadata	float	percent	Percent savings of median hourly daily electric load peak during Febuary	""
calc.percent_savings.qoi.median_daily_peak_intensity_apr	metadata	float	percent	Percent savings of median hourly daily electric load peak per floor area during April	""
calc.percent_savings.qoi.median_daily_peak_intensity_aug	metadata	float	percent	Percent savings of median hourly daily electric load peak per floor area during August	""
calc.percent_savings.qoi.median_daily_peak_intensity_dec	metadata	float	percent	Percent savings of median hourly daily electric load peak per floor area during December	""
calc.percent_savings.qoi.median_daily_peak_intensity_feb	metadata	float	percent	Percent savings of median hourly daily electric load peak per floor area during Febuary	""
calc.percent_savings.qoi.median_daily_peak_intensity_jan	metadata	float	percent	Percent savings of median hourly daily electric load peak per floor area during January	""
